qc_job_name|qc_job_desc|qc_co_name|qc_job_loc|qc_job_pay|qc_job_date|qc_co_type|qc_co_ee_size|qc_co_tags|qc_co_desc|qc_co_address
外贸业务员 外贸专员 外贸助理 海外销售 电商专员|大专招聘若干人06-26发布英语餐饮补贴住房补贴节日福利五险一金|深圳市枪花实业有限公司|深圳-龙岗区|0.4-1万/月|06-26|民营公司  |  150-500人  |  批发/零售贸易/进出口|深圳枪花皮具有限公司原博格达bogda5445雪山皮具坊是一家及研发、生产、销售皮具枪套为一体的企业，公司位于广东省深圳市，始创于2011年，其身前是枪花皮具厂，拥有《GF》枪花皮具品牌。本公司是国内第一家专注高性能皮具枪套的企业，已开发常服枪套、执勤枪套、比赛枪套、战术腰带、包具装具五个大系列产品，其中常服枪套涵盖了所有枪型的所有款式，种类齐全。公司产品均选用意大利头等牛皮，经过完善的生产管理，用传统的手工工艺制作，每一件都由工匠师傅精雕细琢，做工精湛。公司所有设计均在欧美前沿设计的基础上，结合客户实际需要进行了改良，将快拔性、舒适性、隐蔽性、耐用性结合在一起。经过长期的教学和大量的实战测试，我们确保每一件产品都有良好的综合性能，并在全国所有省份的客户中都享有良好的口碑。公司的发展目标是做中国最好的皮具枪套品牌，我们会用心为您打造可以传承的经典皮具枪套。|公司地址：深圳市龙岗区龙东爱南路78利好工业园G栋901(邮编：518000)
少儿英语老师 (English Instructor)（海外经历）|1Äê¾­Ñé´ó×¨ÕÐÆ¸Èô¸ÉÈË06-26·¢²¼Ó¢Óï¾«Í¨ÎåÏÕÒ»½ð×¨ÒµÅàÑµ¼¨Ð§½±½ð¶¨ÆÚÌå¼ìµ¯ÐÔ¹¤×÷×öÎåÐÝ¶þ±âÆ½»¯¹ÜÀíÄêÖÕË«Ð½Áìµ¼ºÃ|CBeebies Centre|上海-普陀区|0.8-1.5万/月|06-26|外资（非欧美）  |  50-150人  |  教育/培训/院校|CBeebiesCentreCBeebies频道是英国广播公司（以下简称“BBC”）旗下的儿童节目频道，专门为0-6岁的孩子提供优质、有趣而具有教育意义的电视节目，节目不但受到孩子的喜爱、家长的欢迎，并多次获得国家大奖。新加坡大众控股集团以九十年国际化教育、出版、经营书店的背景,携手与BBC合作，于2014年6月成立CBeebiesCentre,采用CBeebies频道上的节目内容，以多方位信息资讯和高科技形式，让孩子通过精心设计你的活动，探索世界、加强语言能力、开拓国际视野、提升综合学习能力，建立自信。我们的愿景：服务大众,取之社会,用之社会我们的使命：建立领导业界,朝气蓬勃的CBeebiesCentre            为家长与孩子提供物有所值的产品及优质服务            为员工缔造良好的工作环境            成为贡献社会的优良企业 我们的核心价值观：People-以人为本家长孩子，是我们存在的根由：雇员，是我们最重要的资产Objectivity-客观诚恳通过主动参与和坦诚沟通，积极面对工作Product-优质产品为家长孩子提供物有所值与品质优良的产品与服务Unity-团结一致尊重我们的雇员，提倡群体精神leadership-领导有方以至诚的信念、专业的态度，引领时代的脚步Action-努力实践追求卓越、塑造优良公司文化Reward&recognition奖励与表彰鼓励、肯定、奖励表现优异的雇员CBeebiesisachildren'sTVchannelundertheBritishBroadcastingCorporation(hereinaferreferredtoasBBC).Itisdesignedtoprovideinteresting,highqualityeducationalTVprogrammesforchildrenaged6orunder.CBeebieshasbeenwelcomedbychildrenandparentsalike,receivinganumberofawardsattheBAFTAchildren'sawardsandRoyalTelevisionSociety.With90yearsofexperienceininternationaleducation,publicationandbookstoreoperations,SingaporePopularHoldingsGroup(hereinafterreferredtoaspopularGroup)setupPopular(Shanghai)CompanyLimited(hereinafterreferredtoasPopularorCompany)inJune2014.CBeebiesCentre(hereinafterreferredtoasCentre)hasbeensetupincooperationwithBBC.TheCentre,usingthecontentsofCBeebiesprogrammesoffersmultifaceted,high-technologyactivitiesforchildrentoexploretheworld,enhancetheirlanguageskills,widentheirhorizons,enhancetheiroveralllearningskillsandbuildself-confidence.联系电话：021-68823161-801|公司地址：上海市浦东新区锦延路346号(邮编：200127)
海外销售业务|无工作经验大专招聘5人06-26发布英语熟练普通话熟练商务英语英语带薪年假全勤奖节日福利专业培训弹性工作餐饮补贴包住宿五险员工旅游年底双薪|深圳市优通国际物流有限公司|深圳-盐田区|0.5-1万/月|06-26|民营公司  |  50-150人  |  交通/运输/物流|公司在一群年轻富有活力且训练有素的团队率领下，通过整合资源，构建集海运、空运、陆运、铁路运输，海空&海铁联运、仓储、进出口清关、供应链为一体的服务平台，为我们的客户提供量身定制的物流解决方案，满足客户的商业需求。我们坚信创新使我们的企业发展前景更加光明，公司位于港口、物流发达的深圳特区，秉着以立足中国为根基，逐步实现全球化发展，帮助企业打破地域的局限，构筑一个平坦无疆、共赢的商业新秩序。我们的核心理念：以人为本，服务领先我们的企业文化：海纳百川，有容乃大、天道酬勤我们的使命：努力提高企业物流效益，推动企业物流创新我们的愿景：做全球最优秀的物流服务商深圳市优通国际物流有限公司，您亲密且信赖的商业合作伙伴！欢迎浏览公司网站：http://www.perways.comCOCOHuangTEL:86-755-82637599―201E-mail：admin@perways.com |公司地址：深圳市盐田区深盐路1115号荣丰大厦501(邮编：518083)
海外销售经理|3-4年经验本科招聘3人06-26发布英语熟练五险一金绩效奖金定期体检|深圳市仁清卓越投资有限公司|深圳-南山区|15-20万/年|06-26|民营公司  |  150-500人  |  互联网/电子商务贸易/进出口|    公司简介：    深圳市仁清卓越投资有限公司（前身为深圳市仁清科技有限公司），国内数码及手机配件行业知名厂商，成立于2009年，总部位于深圳南山智园，在上海、北京、杭州、厦门拥有分公司及办事处。公司旗下拥有ROCK、RockLava等自主品牌，产品主要涉及数码配件等各领域，包括手机保护类、移动电源、车载充电、线材类、音频类、支架类、APP软件功能类等。公司拥有强大的销售网络渠道，覆盖全国各省份、海外58个国家和地区，线上电商网络平台等；历经7年发展，公司逐步实现从区域的、单一行业到全产业链的发展格局，在专注于数码及手机配件领域的专业化基础上的进行多元化发展。2015年，公司营业额突破3亿，业务增长迅猛，销售规模跨越式增长，将于2017年在新三板正式挂牌。    公司网址：http://www.rockphone.cn/              http://www.rocklava.hk/              http://www.rockspace.cc/      企业文化：客户至上、至诚守信、团队协作、人尽其才！    企业愿景：坚持及时响应瞬息万变的客户需求！     员工薪酬福利：    公司为员工提供具有竞争力的报酬、舒适的工作环境及良好的工作平台，具有完善的薪酬福利体系，主要包括：    一、宽带薪酬+绩效奖金+全员利润分享计划     1、公司薪酬定位市场70分位，以基于职位价值的工资作为薪酬的主题框架，实行职能工资制和宽带薪酬，根据职位价值和任职能力确定薪酬；     2、公司经营利润与全体员工共享，分享比例达公司利润额10%-20%；核心骨干员工参与公司合伙人计划，给予股权；     3、根据公司经营及个人绩效情况，按季度给予绩效奖金，员工全年1-2次调薪机会；     二、员工福利     1、舒适的办公环境，年轻的工作团队，轻松的工作氛围，精致多样的水果、下午茶等；     2、完善的培训体系，鼓励员工自我学习和提高，给员工提供全面的内部培训、外部进修机会；     3、丰富多彩的员工活动，年度旅游计划，定期组织员工各类球赛、瑜伽、游泳、登山等文娱活动；     4、灵活多样的福利措施，包括员工生日会、新婚贺礼、年度体检、节日礼品，联谊晚会等；    关于员工的薪酬、福利等，我们倡导的宗旨是：工作之内的事情你负责，工作之外的事情公司负全责！|公司地址：深圳市南山区学苑大道1001智园A7栋3楼(邮编：518034)
海外民宿运营|本科招聘2人06-26发布日语精通英语精通五险一金员工旅游餐饮补贴专业培训绩效奖金年终奖金股票期权弹性工作|自在客|上海-浦东新区|6-8千/月|06-26|民营公司  |  50-150人  |  互联网/电子商务|自在客---获中国旅业互联网风云榜第13期---最佳台湾民宿预订平台！如果环游世界是你退休以后的梦想，那么加入自在客团队，你就不用等到那一天了。我们的使命就是为热爱自由行的朋友寻找优质的当地特色住宿，让每个人“过一天他乡的生活”。在自在客，每年你都会有机会出游或者出差，因为这本来就是你工作的一部分，我们相信，只有去走我们的用户走的路，我们才能对自由行中会遇到的种种问题有切身体会，并寻找出最好解决方案。请问你是否：渴望学习，善于钻研新生事物自我激励，积极进取，有一定的抗压能力既能单兵作战，又能团队合作喜欢创业公司的快速，多变，以结果为导向的工作氛围热爱旅行，喜欢探索我们这个美好的世界和地球如果是，那我们可能是你人生的下一站自在客旅行网（www.zizaike.com）隶属于健云网络信息（上海）有限公司，是国内最大的台湾民宿预定平台。自在客创始团队主要来自于eBay和安居客，公司2011年4月成立于上海，主要产品是民宿预定网站自在客和手机版“台湾民宿”。我们的故事自在客于2011年成立于上海，联合创始人张志杰和贾逸恬是eBay多年的同事，他们想简化制定旅行计划和攻略中所需要的工作，于是在2012年初推出了旅行创新产品“旅行计划器”和它的手机版“城市活攻略”，但产品市场效果并不理想。经过大量用户访谈后，张志杰和自在客团队认识到人们对旅行的核心诉求是“过一天他乡的生活”。于是自在客团队开始研究哪个产品可以满足这样的诉求。最后大家选择了民宿。不同于酒店的千篇一律，每一家民宿都有自己的特色。住民宿，和民宿主人交流就是“过一天他乡的生活”的最好方式，而且民宿主人往往是当地最好的“活攻略”。2013年3月，自在客的新产品“台湾民宿”预定平台上线了。在自在客，客人可以预定到他们喜欢的民宿，而民宿主人可以和远方的客人分享他们的生活。而选择台湾民宿，是因为台湾民宿的特色和服务享誉全球。如今，成千上万的旅行者已经通过自在客住过了民宿，不仅获得了全新的旅行体验，也收获了他乡的友情。自在客团队的梦想是让人人都能“过一天他乡的生活”。       我们在公司里提倡：始终以用户为中心，用心聆听用户的反馈，致力于打造最好的用户体验；工作中我们讲求快速、灵活、专注，充分发挥团队的集体智慧；积极营造鼓励创新，活泼，公正，平等，注重学习和分享的工作氛围，让大家能共同成长；让每个人都能发挥出最大的潜能和创造力。       我们诚邀有人生理想，有追求，愿意为立可用公司的远大理想而奋斗的人士加入我们的团队。我们将提供：五险一金：所有员工享受国家标准五险一金，“五险”包括养老保险、医疗保险、失业保险、工伤保险和生育保险，“一金”指的是住房公积金免费员工午餐每周欢乐时光HappyHour：享用美食和饮料，分享收获，吐槽过去，畅谈未来丰富的旅行图书：活到老学到老，阅读会使你的视野更加宽阔老员工奖励：一年的老员工将亲身体验台湾之旅，找到你最喜欢的民宿，带上你的好友，一起出发环岛吧！使用Mac电脑开发：这是开发人员的福利，Mac系统，稳定和专业带来高效的工作每月丰富的零食补充：随时补充能量免费咖啡机与茶：除了能够尝到世界各地的咖啡，也有机会喝到各种中式茶与旅行达人一起工作：你能跟有去过世界40个国家150个城市的旅行达人们一起工作，分享你对于旅行的看法各种体育活动：在这里工作，可以和体育达人同事参加游泳，越野，登山等运动|公司地址：上海市浦东新区郭守敬路498号1号楼1205室(邮编：201203)
游戏海外商务专员|1年经验招聘1人06-26发布|上海点点乐信息科技有限公司|上海-浦东新区|0.8-1.5万/月|06-26|民营公司  |  150-500人  |  计算机软件网络游戏|上海点点乐信息科技有限公司，成立于2010年，是一家具备自主研发、独立运营能力的专业网络游戏公司，专注***市场的移动平台游戏。公司坐落于张江高科技园区春晓路439号4号独栋别墅。公司在音乐舞蹈游戏领域有丰富的研发和发行经验。核心成员曾参与过《劲舞团》、《劲舞团2》、《舞街区》等音乐舞蹈游戏的研发、运营和推广。2013年公司首款安卓、苹果、WP三平台音乐舞蹈手游《恋舞OL》公测，获得各应用市场推荐及大量用户好评，至今仍是该细分领域业绩翘楚。公司立足于移动互联网音乐舞蹈游戏细分领域，秉承以“用户需求为核心，持续创新”的理念，以“研发精品”为公司的目标，追求品质赢取市场的理念，以“快速行动、用心专注、协同合作、总结分享”为员工的行动指南，力求为用户打造出别具特色的经典游戏作品。2013年，公司采用了行业领先的3D技术，独立开发、运营首款3D音乐舞蹈类手机网游《恋舞OL》。作为一款优秀的国产手游，《恋舞OL》更是出口国外市场，在新、马、越iOS市场长期保持同类游戏排行前列。我们的使命：创造快乐新（心）世界；我们的愿景：成为最受***欢迎的娱乐公司；我们的核心价值观：专注、迅速、极致、创新、快乐、成长、积极公司本着“责任、合作、宽容，专注、分享、快乐”的团队观，企业与个人“共同成长，成果共享”的发展观，营造“轻松而又紧张”的工作氛围，立志打造一个充满“激情、活力”，互相“尊重、关爱”，始终“追求创新”的国际化企业。您可登陆公司网站：www.ddianle.com了解公司详情。欢迎各位有志于在移动互联网领域有所作为的英才加入！上海点点乐信息科技有限公司，目前处于快速发展阶段，我们将为优秀的人才提供广阔的发展空间及最有竞争力的薪酬和福利! 公司将为员工提供：福利待遇及企业关怀：1、透明、公平的薪酬体系确保你的努力会或获得认同和回报，每年两次调薪窗口；2、依法缴纳社会保险、公积金并签订《劳动合同》，为符合条件的人员办理积分居住证；3、每月出勤奖；4、交通补贴；5、晚餐补助&食品饮料；6、部门团建活动费；7、生日、情人节、儿童节、父母亲节日贺礼；8、结婚生子贺礼；9、长于国家规定的带薪年假；10、体育活动：公司为员工购置健身卡，供员工免费领用；11、年度健康体检；12、补充公积金；13、每月家庭日活动；14、定期举行的LunchTime；15、为中高层管理员工和技术骨干提供外派培训的机会；16、不定期组织拓展活动&旅游活动；17、良好的工作环境&购置娱乐设施以丰富员工的业余生活。 有待遇就有要求，有能力就有舞台。欢迎勇于创新、学习力强，团队协作，具备正能量的你前来应战！联系方式：邮箱：hr@ddianle.com联系人：毛小姐办公电话：021-60536870|公司地址：上海浦东新区张江高科春晓路439号4号楼（近地铁2号线张江高科站）(邮编：201203)
海外展会营销顾问|2年经验大专招聘3人06-26发布周末双休带薪年假五险一金包住宿绩效奖金全勤奖包吃节日福利专业培训|北京利普奥斯国际会展有限责任公司|北京|4-8千/月|06-26|民营公司  |  少于50人  |  公关/市场推广/会展酒店/旅游|                                      北京利普奥斯国际会展有限责任公司       北京利普奥斯国际会展有限责任公司，是从事境外专业国际贸易展览会的组织及服务工作的专业展览公司，我们从事服务于国际贸易的专业公司和外向型生产企业参加欧洲、北美和亚洲等地区的多个专业贸易展览会。内容涉及日用医药、医疗器械等多个方面。其中，相当数量的企业通过历年来随我司参展，大幅度地提升了生产经营业绩和品牌形象。分布全国各地的近千家企业已经与我司建立了稳定的、互相信赖的长期合作关系。       北京利普奥斯国际旅行社有限公司成立于2012年，由北京利普奥斯国际会展有限责任公司投资200万成立，作为利普奥斯国际会展全资公司服务于全国医疗器械、医药、船舶、军贸企业的人员出展服务，利普奥斯国际旅行社为国家旅游局前置审批的，具备国际出入境的专业商务服务公司，每年服务出境人数超过5000人次，多年来随着外贸需求的增长，公司接待入境人数也逐年攀升，欢迎各企业有外宾来华公务服务的可咨询我公司，我公司提供全国地接及小语种导游服务，公司在北京配备奔驰中巴及豪华商务轿车，服务于各国来华采购客户。       我司拥有一批责任心强、素质良好的专业展览业务人员，本着满足参展企业的各种需求，向客户提供全方位的参展服务的原则，公司设立了不同的业务部门。服务内容包括：企业诊断、展览咨询、境外行程安排、摊位装修及展台设计、境外商务考察、签证培训、展品运输及出入境手续、代理申请相关政策性补贴及费用返还等多个方面。|公司地址：北京市东城区夕照寺中街4号星海宏昌大厦A座535室(邮编：100061)
海外业务经理|大专招聘2人06-26发布绩效奖金年终奖金弹性工作出国机会周末双休|深圳市金海联合国际物流有限公司|深圳|0.8-2万/月|06-26|外资（非欧美）  |  少于50人  |  交通/运输/物流贸易/进出口|金海联合物流是一个可提供客户订制化物流需求方案的全服务型物流公司。我们提供的最优的物流方案凝结自丰富的经验和专业的知识以及高质量的企业形像，灌输到从中国至全球的进出口物流服务。我们的国际化的团队有着十年以上的专业从业经验。为您的物流需求提供完整的供应链管理服务。我们为出口商悉心的挑选船公司以及航空公司来提供从采购到运输至最终用户的一站式国际物流服务。|公司地址：深圳市龙岗区布吉布龙路28号德勤创大厦1507室(邮编：518000)
海外区域总监|5-7年经验本科招聘1人06-26发布|旗瀚科技有限公司|深圳-南山区|1.5-2万/月|06-26|民营公司  |  500-1000人  |  电子技术/半导体/集成电路|自2006年成立以来，凭借优秀的产品质量和强大的研发设计，已向全球家庭和企业用户提供了丰富的自动化智能产品。旗瀚每年投入销售额的10%专注于技术研究，拥有基于机器视觉识别、多轴自动化控制、大数据分析等等100多项专利。立足中国，面向全球，旗瀚拥有Sanbot,Donkey,Q-link,QIHAN四个自主品牌，致力于让每一个家庭感受智慧科技，享受生活乐趣。 公司战略做平台机器人创造者与普及者，推进“机器人+百行百业”，创造新价值。用机器人普惠人人，提高效率，释放自由。核心价值观科技先导、以人为本、超越自我、和谐共进。公司愿景让人人享受智慧科技的乐趣。发展目标CreationforIntelligentLife，旗瀚致力于提升产品质量，为用户提供创新产品；通过提供物与物，物与人，人与人的互联互通，秉承开放、共赢的合作态度，与合作伙伴一起让世界更美好。 公司福利1、工作时间：五天八小时（朝九晚六）工作制，公司免费提供工作餐、加班餐。2、保险制度：公司入职即为员工缴纳五险一金，另外公司为每位员工购买意外险一份。3、节日假期：员工享有法定节假日、年休假、婚假、丧假、产假、带薪年假等各类假期；4、节日补贴：公司节假日为员工发放节日问候礼品或礼金；5、员工体检：每年5-7月份，公司将组织全体员工进行免费健康体检；6、奖励制度：每年一至两次晋级提升评定，工龄奖、技能奖、绩效奖、年终奖等完善的奖励制度；7、文化活动：丰富的员工活动，球类比赛，员工生日会，部门聚会，员工旅游等其他活动；8、公司氛围：宽松自主的工作氛围，人性化管理；|公司地址：深圳市南山区后海滨路3168号中海油大厦B座32层(邮编：518040)
海运业务员（海外）|招聘3人06-26发布五险一金员工旅游年终奖金弹性工作专业培训|深圳市柏盛通国际货运代理有限公司|深圳-罗湖区|1-1.5万/月|06-26|民营公司  |  少于50人  |  交通/运输/物流贸易/进出口|深圳市柏盛通国际货运代理有限公司，是一家经国家商务部批准的，从事专业国际运输的货运代理公司,公司成立于2012年,我司业务涉及海运、空运、以快捷完善优质的服务享誉物流界，同行之间有着良好的口碑和信誉。以中东印巴.红海，东南亚，澳洲，欧地黑为优势航线，是TSL.WHL，HANJIN,CSCL的一级庄家,并与HMM.CMA,ANL.UASC.YML，POS,EMI,IAL.RCL.APL.PIL.KL,00CL,MSK,MSC,HDS,ZIM等船公司建立了良好的合作关系其实力有目共睹，在市场上享有极高的形象与信誉！公司主要以拓展海外业务为主。并向同行推广，东南亚.中东,红海，印巴,澳洲,欧地黑价格!欢迎加入我们的队伍!公司上班地址交通非常方便,|公司地址：深圳市罗湖区深南东路鸿昌广场1902(邮编：518001)
海外业务，外贸业务员，国际贸易，国际商务，贸易经济|ÎÞ¹¤×÷¾­Ñé´ó×¨ÕÐÆ¸5ÈË06-26·¢²¼Ó¢Óï¾«Í¨ÎåÏÕÒ»½ð½»Í¨²¹Ìù|深圳市新科富康科技有限公司|深圳-龙岗区|4.5-6千/月|06-26|ÃñÓª¹«Ë¾  |  50-150ÈË  |  Ã³Ò×/½ø³ö¿Úµç×Ó¼¼Êõ/°ëµ¼Ìå/¼¯³ÉµçÂ·|Ïã¸Û·áÆæÊµÒµÓÐÏÞ¹«Ë¾³ÉÁ¢ÓÚ1999Äê£¬¹«Ë¾¾­Óª·¶Î§º­¸Çµç¡¢ÊýÂë²úÆ·½â¾ö·½°¸¼°Éú²úÅäÌ×¡£¹úÄÚ¿Ø¹É×Ó¹«Ë¾--ÉîÛÚÐÂ¿Æ¸»¿µ¿Æ¼¼ÓÐÏÞ¹«Ë¾£¬ÊÇÒ»¼Ò×¨Òµ´ÓÊÂÊýÂë²úÆ·(ÊýÂëÏà»ú¡¢ÊýÂëÉãÏñ»ú¡¢Â¼Òô±Ê¡¢GPS¡¢Æû³µÓ¦¼±Æô¶¯µçÓ°£¬ÒÆ¶¯µçÔ´£¬ÊÖ»úÅä¼þµÈ)ÑÐ·¢¡¢Éú²ú¡¢£Ï£Å£ÍÓëÏúÊÛµÄÆóÒµ£¬¹«Ë¾ÏÖÓÐ×ÔÖ÷Æ·ÅÆ¡°SOCANY¡±¡°œà¼ÑÙ£¡±£¬ÏúÊÛÍøÂç±é²¼È«¹ú¡£¡¡¹«Ë¾ÓµÓÐÒ»Ö§¶àÄê´ÓÊÂ¼ÆËã»ú¡¢ÊýÂëÁìÓò¸ß¿Æ¼¼²úÆ·ÑÐ·¢µÄ¸ßËØÖÊ×¨Òµ¼¼ÊõÑÐ·¢¶ÓÎé£¬È·±£¹«Ë¾µÄ²úÆ·¾ßÓÐÓëÊÀ½çÍ¬²½µÄ¸ß¼¼ÊõË®×¼¡£¹«Ë¾¼á³Ö¼¼ÊõÁìÏÈµÄ²úÆ·ÊÇÖÂÊ¤ÊÐ³¡µÄ¸ù±¾±£Ö¤¡£Í¬Ê±±¾¹«Ë¾ÓµÓÐÓÅÐãµÄÓªÏú¶ÓÎéºÍ¹úÄÚ¸÷ÇøÓòÇþµÀºÏ×÷»ï°é£¬¶ÔÓÚ²úÆ·µÄÊÐ³¡¿ªÍØºÍ²úÆ·Î¬»¤µÈÓÐ×Å½¡È«µÄ¹ÜÀí·½°¸¡£¹«Ë¾¼á³Ö½«¿Í»§µÄÀûÒæ·ÅÔÚµÚÒ»Î»£¬¾¡Á¦Îª¿Í»§Ìá¹©×îÓÅÖÊ¡¢ÓÅ¼ÛµÄ²úÆ·¡£   ¹«Ë¾±¾×Å´òÔìÆóÒµºê´óÆ·ÅÆµÄÄ¿±ê£¬¼á³ÖÎÈ½¡¾­Óª³¤Ô¶·¢Õ¹£¬ÔÚ¼¸ÄêÊ±¼äÄÚ£¬½«Æ¾½èÇ¿´óµÄÑÐ·¢Á¦Á¿¡¢ÑÏ½÷µÄÉú²ú¹ÜÀí¼°¾­ÓªÀíÄî£¬Í¨¹ý×ÔÉí¾­ÑéµÄ»ýÀÛºÍ¶ÔÎ´À´²»Ð¸µÄ×·ÇóºÍÍêÉÆ£¬¹«Ë¾½«ÔÚÊýÂëÁìÓòÊµÏÖÎÒÃÇµÄÀíÏë£¬½«×îºÃµÄ²úÆ··þÎñÓÚ¿Í»§£¬»ý¼«Óë¹úÄÚÍâµÄ¿Í»§Ò»ÆðÐ¯ÊÖ¹²´´»Ô»ÍµÄÃ÷Ìì¡£|¹«Ë¾µØÖ·£ºÁú¸ÚÇøÆºµØ½ÖµÀ½ÌÓý±±Â·88ºÅ·ÉÀ³ÌØ¹¤ÒµÔ°4¶°4Â¥(ÓÊ±à£º518116)
海外客服|2年经验大专招聘2人06-26发布英语熟练|汇利达国际货运代理（广州）有限公司上海分公司|上海-虹口区|0.8-1万/月|06-26|外资（非欧美）  |  150-500人  |  交通/运输/物流贸易/进出口|汇利达（广州）国际货运代理有限公司，成立于1997年，是经过国家外经贸部批准的一级国际货运代理企业，主要经营国际贸易货物的海洋运输，航空运输和公路运输，公司承办机集装箱多式联运，货物集散，保税仓储，报关报验，货物保险，货运咨询，货物转口运输，提供各种运输形式的货运专业服务。在十余年的时间里，通过我们各位同事的同心协力，国内客户和海外合作伙伴的大力支持，以及公司领导层灵活的管理理念，Unitex已经迅速的成长起来。现在，我们已经在中国大陆的深圳、广州、上海、宁波、天津、厦门、青岛、北京、新加坡等主要沿海口岸拥有10多分公司，海外代理网络更是覆盖超过100多个国家，同时我们拥有超过700个敬业并且专业的员工服务于我们国内外的客户。公司拥有一批从事国际货物运输的高级专业人才，通过实行全系统电脑网络的现代化集控管理，有效地控制和保障全系统,具有一致的操作水平和质量。公司竭诚为广大客户提供安全、便利、经济、周到的货运服务。为了推动物流行业的快速发展，汇利达公司面向社会诚邀有志之士携手共创辉煌。我公司提供完善的培训计划，优厚的福利待遇以及广阔的个人发展空间。公司发展目标：扎根中国，放眼全球，打造物流行业领导者公司宗旨：1x3x5(I-3倍价值－5倍体现，一个单位个体创造的3倍价值将会在5年内予以体现）公司理念：尊重，诚信，承诺，品质，互动Let'sdobettertogether!Let'sgrowtogether!|公司地址：上海市虹口区(邮编：200081)
海外发行总监|本科招聘1人06-26发布|深圳市盛讯达科技股份有限公司|深圳-福田区|1.5-2.5万/月|06-26|上市公司  |  150-500人  |  网络游戏互联网/电子商务|公司简介深圳市盛讯达科技股份有限公司是一家专注互联网内容开发的***高新技术企业。集游戏研发、代理发行，平台运营，移动应用开发等业务为一体。公司成立于2006年，现已发展成为一家拥有数百人精英团队的科技型文化企业。我们开发形成了MTK/展讯平台中间件、Unity3D开发引擎、iOS智能终端游戏引擎及盛讯达2D游戏开发引擎等核心技术。确保了在技术研发领域的领先地位。我们还高度重视人才的吸收与培养，与著名高校和科研机构开展了各种项目的交流与合作，截止目前，公司拥有研发人员四百余人，覆盖手游研发、页游研发、17188页游平台、盛讯游戏盒子等业务部门，较高的研发投入有效地保证了公司项目的高品质与持续发展。现在，我们已经拥有了页游及手游的众多经典产品，其中手游就达近千款，多个产品均取得不俗成绩。凭借雄厚的技术基础、专业的研发团队、成熟的产品运营体系，盛讯达科技近年来迅速发展成为文化创意产业中的新兴力量。未来，我们还将为广大用户贡献更多优秀的文化产品，引领互联网时代的高品质娱乐新生活。关心员工的成长为员工提供良好的激励机制和工作环境；完善员工梯队培养和职业发展通道，使员工获得与公司一起共同成长；尊重和信任员工，不断以引导和鼓励为基础，使员工获得成就。员工双通道职业发展盛讯达员工可以根据自己的兴趣和特长，选择管理发展通道，也可以选择技术、设计、产品、市场运营等专业的发展通道，在专业的通道上发展能获得和管理通道发展相同的认可及回报。公司福利：福利待遇1、根据员工的岗位及能力为员工提供行业内有竞争力的薪酬，根据绩效考核持续优秀的员工有依据的进行薪酬调整；2、五险一金：养老保险、医疗保险、工伤保险、失业保险、生育保险、住房公积金；3、除法律规定的公休假日、产假等法定休假外，工作满一年以上的员工，可享受带薪年假；4、其他福利：加班补助、全勤奖、项目奖、员工生日礼品、婚育金、部门经费、节日礼品等福利。|公司地址：深圳市福田区深南大道7888号东海国际中心一期A栋11层(邮编：518000)
海外网管|1年经验招聘2人06-26发布五险一金员工旅游出国机会绩效奖金年终奖金补充医疗保险|东莞颖东鞋业有限公司|异地招聘|4.9-6千/月|06-26|民营公司  |  500-1000人  |  服装/纺织/皮革|东莞颖东鞋业有限公司是一家台资企业,座落于厚街镇新塘管理区,位于嘉华酒店旁交通便利,公司为专业生产各式男女时装休闲鞋、运动鞋。公司现拥有新颖的现代办公、生活环境。公司本着“以人为本”的经营理念,不断土完善员工福利待遇。员工每月享有4天有薪休假,国家规定法定假,每天8小时工作制并享有婚假产假等带薪假期。员工配备,空调宿舍,独立阳台、洗手间,冲凉间,餐厅,便利店等,生活极为便利。|公司地址：东莞市厚街镇新塘村家具大道嘉华酒店后(邮编：523949)
